Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1401,24.0,no,desconocido,209.75396825396828,desconocido,13,2,desconocido,1402,4,male,69.53208262471655,3,1,sales_representative,2,Married,4492.84,4404.83,1,Y,desconocido,13,3.0,3,Part Time,1,1.0,2,3.0,1,0,0,1999,20330.0,true
1402,28.0,yes,desconocido,264.23015873015873,desconocido,2,2,Medical,1403,3,female,69.53208262471655,2,1,laboratory_technician,1,Single,4492.84,5548.83,7,desconocido,No,11,3.0,3,Part Time,0,8.0,2,2.0,0,0,0,1995,25610.0,true
1403,28.0,no,travel_rarely,161.26190476190476,desconocido,1,3,Life Sciences,1404,1,female,69.53208262471655,2,1,research_scientist,3,desconocido,4492.84,3386.5,1,Y,desconocido,14,3.0,4,Part Time,1,1.0,2,1.0,1,0,0,1995,15630.0,false
1404,33.0,no,desconocido,659.0793650793651,desconocido,8,5,desconocido,1405,4,female,69.53208262471655,3,2,healthcare_representative,3,desconocido,5323.33,13840.67,2,Y,desconocido,17,3.0,1,desconocido,0,14.0,6,3.0,0,0,0,1990,53914.11,yes
1405,39.0,no,travel_rarely,864.1904761904763,desconocido,6,3,desconocido,1406,2,male,108.02380952380952,3,3,manufacturing_director,2,Single,4492.84,18148.0,4,Y,desconocido,18,3.0,4,Part Time,0,9.0,3,3.0,2,2,2,1984,83760.0,false
1406,42.0,no,desconocido,499.468253968254,desconocido,2,3,Medical,1407,3,female,69.53208262471655,2,1,laboratory_technician,2,Married,4034.17,10488.83,4,Y,desconocido,14,3.0,2,Full Time,1,10.0,3,3.0,1,0,0,1981,48410.0,true
1407,29.0,no,travel_rarely,290.03550973654063,desconocido,9,3,desconocido,1408,3,female,36.25443871706758,4,1,research_scientist,3,Married,2342.59,6090.75,6,desconocido,No,18,3.0,1,Part Time,2,10.0,2,2.0,1,0,0,1994,28111.13,0
1408,35.0,no,travel_rarely,290.03550973654063,desconocido,1,3,desconocido,1409,4,female,69.53208262471655,2,1,laboratory_technician,1,desconocido,4492.84,6090.75,1,desconocido,No,19,3.0,2,Part Time,0,10.0,3,3.0,3,1,2,1988,28111.13,0
1409,35.0,yes,travel_rarely,213.984126984127,desconocido,14,3,desconocido,1410,14,male,69.53208262471655,3,1,laboratory_technician,1,desconocido,1728.33,4493.67,1,desconocido,desconocido,12,3.0,4,desconocido,1,1.0,2,3.0,1,0,0,1988,53914.11,1
1410,34.0,no,desconocido,306.63492063492066,desconocido,13,4,Medical,1411,13,female,69.53208262471655,3,1,research_scientist,4,Single,2476.67,6439.33,1,Y,desconocido,13,3.0,3,Full Time,0,10.0,4,3.0,1,0,0,1989,29720.0,0
1411,26.0,no,travel_rarely,290.03550973654063,desconocido,3,3,desconocido,1412,1,male,69.53208262471655,3,1,research_scientist,4,desconocido,4492.84,6090.75,1,Y,desconocido,21,4.0,1,Part Time,0,1.0,5,3.0,1,0,0,1997,28111.13,true
1412,36.0,no,travel_rarely,703.1349206349207,desconocido,1,4,Life Sciences,1413,2,male,69.53208262471655,3,2,sales_executive,3,Single,5679.17,14765.83,6,desconocido,No,13,3.0,1,Full Time,0,10.0,5,3.0,1,0,0,1987,68150.0,1
1413,50.0,no,desconocido,1973.9841269841268,desconocido,24,3,Marketing,1414,24,female,69.53208262471655,3,5,manager,3,Marreid,15943.72,41453.67,4,Y,Yes,16,3.0,3,Full Time,1,10.0,2,3.0,1,0,0,1973,191324.62,false
1414,42.0,no,travel_rarely,1973.9841269841268,desconocido,9,2,desconocido,1415,4,female,69.53208262471655,2,5,manager,4,desconocido,4492.84,41453.67,8,desconocido,No,22,4.0,4,Full Time,0,24.0,2,3.0,1,0,1,1981,191324.62,false
1415,35.0,no,desconocido,277.53968253968253,desconocido,7,2,Life Sciences,1416,3,female,69.53208262471655,2,1,laboratory_technician,4,desconocido,2241.67,5828.33,1,desconocido,No,18,3.0,4,desconocido,1,10.0,5,2.0,1,0,1,1988,53914.11,0
1416,46.0,no,travel_rarely,1812.468253968254,desconocido,1,4,Life Sciences,1417,4,female,226.5585317460317,4,4,manager,1,desconocido,4492.84,38061.83,1,Y,desconocido,15,3.0,2,Full Time,0,27.0,5,1.0,26,0,12,1977,175670.0,0
1417,18.0,yes,travel_frequently,161.88095238095238, Sales ,3,2,Medical,1418,2,male,69.53208262471655,3,1,sales_representative,4,Single,4492.84,3399.5,1,desconocido,Yes,12,3.0,3,Part Time,0,0.0,2,4.0,0,0,0,2005,15690.0,true
1418,29.0,no,desconocido,431.9920634920635,desconocido,5,3,desconocido,1419,1,female,69.53208262471655,2,2,sales_executive,2,Divorced,3489.17,9071.83,1,desconocido,Yes,13,3.0,2,Part Time,1,10.0,3,2.0,10,0,9,1994,41870.0,true
1419,31.0,no,desconocido,556.2566609977324,desconocido,5,4,Life Sciences,1420,1,male,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,1,desconocido,No,11,3.0,1,Part Time,2,10.0,2,3.0,10,0,2,1992,53914.11,yes
1420,41.0,no,travel_rarely,1032.4872861766066,desconocido,23,2,desconocido,1421,4,female,129.06091077207583,3,3,sales_executive,3,Single,8339.32,21682.23,3,desconocido,desconocido,16,3.0,4,Part Time,0,21.0,2,3.0,2,0,2,1982,100071.84,true
1421,38.0,no,travel_rarely,341.09523809523813,desconocido,4,2,desconocido,1422,4,male,69.53208262471655,3,1,laboratory_technician,3,desconocido,4492.84,7163.0,7,desconocido,desconocido,19,3.0,4,Full Time,1,7.0,5,3.0,0,0,0,1985,33060.0,yes
1422,32.0,yes,travel_rarely,143.72222222222223,desconocido,2,4,Life Sciences,1423,4,female,69.53208262471655,3,1,laboratory_technician,2,Single,4492.84,3018.17,1,desconocido,No,12,3.0,1,Part Time,0,1.0,2,3.0,1,0,0,1991,13930.0,1
1423,60.0,no,desconocido,1122.8492063492065,desconocido,1,4,desconocido,1424,3,female,69.53208262471655,1,3,healthcare_representative,4,Divorced,9069.17,23579.83,3,desconocido,No,20,4.0,3,Full Time,1,19.0,2,4.0,1,0,0,1963,108830.0,0
1424,24.0,yes,desconocido,290.03550973654063,desconocido,22,1,desconocido,1425,4,female,69.53208262471655,1,1,human_resources,3,Married,2342.59,6090.75,1,desconocido,No,11,3.0,3,desconocido,1,1.0,2,3.0,1,0,0,1999,53914.11,yes
1425,40.0,no,travel_rarely,556.2566609977324,desconocido,8,2,Life Sciences,1426,2,male,69.53208262471655,3,2,manufacturing_director,1,desconocido,4492.84,11681.39,2,desconocido,Yes,16,3.0,2,desconocido,1,18.0,3,3.0,1,0,0,1983,53914.11,true
1426,30.0,no,travel_rarely,295.2857142857143,desconocido,21,1,desconocido,1427,2,female,69.53208262471655,3,1,research_scientist,4,Married,2385.0,6201.0,1,Y,No,12,3.0,2,desconocido,1,10.0,2,2.0,10,0,8,1993,53914.11,1
1427,47.0,no,non-travel,556.2566609977324,desconocido,2,4,Marketing,1428,3,female,69.53208262471655,3,2,sales_executive,2,desconocido,4492.84,11681.39,7,Y,No,11,3.0,4,Part Time,1,4.0,3,1.0,1,0,0,1976,53914.11,true
1428,32.0,yes,travel_rarely,694.8809523809524, Sales ,1,2,desconocido,1429,1,female,69.53208262471655,1,2,sales_executive,2,Single,5612.5,14592.5,6,desconocido,desconocido,15,3.0,2,Full Time,0,10.0,2,3.0,0,0,0,1991,67350.0,0
1429,45.0,no,travel_rarely,1006.5714285714288,desconocido,41,3,Life Sciences,1430,41,male,69.53208262471655,1,3,human_resources,3,Marreid,4492.84,21138.0,4,desconocido,desconocido,21,4.0,3,desconocido,2,9.0,2,4.0,5,0,3,1978,97560.0,yes
1430,34.0,no,desconocido,290.03550973654063,desconocido,2,4,desconocido,1431,4,female,69.53208262471655,4,1,research_scientist,4,Married,2342.59,6090.75,0,desconocido,Yes,14,3.0,1,Part Time,3,6.0,3,3.0,5,1,2,1989,28111.13,0
1431,33.0,yes,desconocido,1032.4872861766066,desconocido,16,3,desconocido,1432,1,male,69.53208262471655,3,3,sales_executive,1,desconocido,8339.32,21682.23,2,desconocido,Yes,20,4.0,3,Part Time,0,10.0,2,2.0,0,0,0,1990,100071.84,true
1432,31.0,yes,travel_rarely,1032.4872861766066,desconocido,16,4,desconocido,1433,1,female,69.53208262471655,3,3,sales_executive,3,Married,8339.32,21682.23,2,desconocido,desconocido,13,3.0,1,desconocido,3,10.0,2,3.0,1,0,0,1992,53914.11,true
1433,29.0,no,travel_rarely,290.03550973654063,desconocido,4,3,Technical Degree,1434,4,male,69.53208262471655,2,1,research_scientist,1,Divorced,4492.84,6090.75,1,desconocido,desconocido,13,3.0,3,Part Time,1,10.0,2,3.0,1,0,0,1994,28111.13,yes
1434,30.0,no,desconocido,546.2063492063493,desconocido,16,3,desconocido,1435,3,female,68.27579365079366,4,2,healthcare_representative,3,Married,4411.67,11470.33,3,Y,No,16,3.0,3,Part Time,1,10.0,3,3.0,7,1,7,1993,52940.0,false
1435,38.0,no,travel_rarely,556.2566609977324,desconocido,18,3,Medical,1436,2,female,69.53208262471655,1,2,healthcare_representative,4,Married,4492.84,11681.39,3,desconocido,desconocido,16,3.0,3,Part Time,1,10.0,2,3.0,1,1,0,1985,53914.11,1
1436,43.0,yes,desconocido,251.43650793650792,desconocido,17,3,Technical Degree,1437,3,female,31.42956349206349,2,1,research_scientist,3,desconocido,2030.83,5280.17,9,desconocido,Yes,16,3.0,4,Part Time,1,6.0,4,3.0,1,0,0,1980,24370.0,false
1437,55.0,no,travel_rarely,1973.9841269841268,desconocido,44,3,desconocido,1438,3,female,69.53208262471655,2,5,research_director,1,Married,4492.84,41453.67,8,desconocido,No,12,3.0,2,Full Time,3,34.0,2,3.0,1,0,0,1968,191324.62,false
1438,21.0,yes,desconocido,290.03550973654063,desconocido,7,1,Marketing,1439,2,female,69.53208262471655,3,1,sales_representative,2,Single,2342.59,6090.75,1,desconocido,desconocido,13,3.0,2,desconocido,0,10.0,3,3.0,1,1,0,2002,53914.11,yes
1439,22.0,yes,travel_rarely,290.03550973654063,desconocido,45,1,Medical,1440,3,male,36.25443871706758,3,1,laboratory_technician,1,desconocido,2342.59,6090.75,1,desconocido,Yes,17,3.0,3,Part Time,0,1.0,6,3.0,1,0,0,2001,28111.13,yes
1440,37.0,no,travel_rarely,420.0238095238095,desconocido,8,2,Other,1441,3,female,69.53208262471655,3,2,human_resources,2,Divorced,4492.84,8820.5,2,Y,No,13,3.0,3,Part Time,0,19.0,4,2.0,10,4,7,1986,40710.0,1
1441,42.0,no,travel_rarely,556.2566609977324,desconocido,13,3,desconocido,1442,2,female,69.53208262471655,4,2,healthcare_representative,1,Married,4492.84,11681.39,5,desconocido,No,18,3.0,3,Part Time,2,10.0,2,2.0,0,0,0,1981,53914.11,false
1442,18.0,no,desconocido,290.03550973654063,desconocido,14,3,desconocido,1443,2,male,69.53208262471655,3,1,research_scientist,3,Single,2342.59,6090.75,1,desconocido,desconocido,16,3.0,3,desconocido,0,0.0,4,1.0,0,0,0,2005,53914.11,true
1443,31.0,yes,travel_rarely,304.984126984127,desconocido,18,5,Human Resources,1444,4,female,69.53208262471655,4,1,human_resources,1,Married,2463.33,6404.67,0,desconocido,No,17,3.0,3,Full Time,0,2.0,4,3.0,1,0,0,1992,29560.0,true
1444,36.0,no,travel_rarely,556.2566609977324,desconocido,2,4,desconocido,1445,4,male,69.53208262471655,3,2,research_scientist,2,desconocido,4492.84,11681.39,4,Y,Yes,22,4.0,4,desconocido,1,10.0,2,3.0,1,0,0,1987,53914.11,yes
1445,32.0,no,travel_frequently,479.5555555555556,desconocido,10,4,Marketing,1446,4,female,59.94444444444445,3,2,sales_executive,4,desconocido,3873.33,10070.67,8,desconocido,desconocido,13,3.0,3,Part Time,0,10.0,2,4.0,0,0,0,1991,46480.0,1
1446,29.0,no,desconocido,556.2566609977324,desconocido,29,1,Life Sciences,1447,4,female,69.53208262471655,1,2,healthcare_representative,3,divorced,4492.84,11681.39,8,Y,No,17,3.0,4,Part Time,2,11.0,3,3.0,7,1,6,1994,53914.11,0
1447,42.0,no,travel_rarely,290.03550973654063,desconocido,8,3,desconocido,1448,4,female,69.53208262471655,3,1,laboratory_technician,3,desconocido,2342.59,6090.75,4,desconocido,No,13,3.0,4,Part Time,0,10.0,3,3.0,0,0,0,1981,28111.13,yes
1448,29.0,no,travel_rarely,289.3015873015873,desconocido,6,1,desconocido,1449,4,female,69.53208262471655,2,1,human_resources,2,Married,2336.67,6075.33,1,desconocido,No,11,3.0,4,Part Time,0,10.0,3,3.0,1,0,0,1994,28040.0,yes
1449,29.0,yes,desconocido,251.6428571428572,desconocido,24,2,desconocido,1450,4,female,69.53208262471655,2,1,research_scientist,4,desconocido,2032.5,5284.5,1,Y,Yes,24,3.0,2,Part Time,0,1.0,3,2.0,1,1,0,1994,24390.0,0
1450,28.0,no,travel_rarely,294.6666666666667, Sales ,3,3,Medical,1451,2,male,69.53208262471655,3,1,sales_representative,2,desconocido,2380.0,6188.0,1,Y,No,19,3.0,4,desconocido,1,1.0,3,3.0,1,0,0,1995,53914.11,1
1451,30.0,yes,desconocido,290.03550973654063,desconocido,9,3,desconocido,1452,2,female,69.53208262471655,3,1,sales_representative,4,desconocido,2342.59,6090.75,1,Y,desconocido,13,3.0,3,desconocido,0,10.0,3,2.0,1,0,0,1993,53914.11,false
1452,22.0,yes,travel_rarely,290.03550973654063, Research & Development ,7,1,Life Sciences,1453,4,female,69.53208262471655,3,1,research_scientist,2,Single,2342.59,6090.75,1,desconocido,desconocido,23,4.0,1,desconocido,0,1.0,2,3.0,1,0,0,2001,53914.11,yes
1453,26.0,no,desconocido,302.6111111111111,desconocido,1,2,Life Sciences,1454,2,male,69.53208262471655,2,1,research_scientist,3,desconocido,2444.17,6354.83,1,Y,Yes,13,3.0,3,Full Time,1,1.0,3,2.0,1,1,0,1997,29330.0,0
1454,44.0,no,travel_rarely,556.2566609977324,desconocido,1,4,desconocido,1455,2,female,69.53208262471655,4,2,healthcare_representative,1,desconocido,4492.84,11681.39,2,desconocido,desconocido,15,3.0,4,Part Time,1,10.0,5,3.0,2,2,2,1979,53914.11,true
1455,29.0,yes,travel_frequently,112.56349206349206, Sales ,24,3,Technical Degree,1456,3,female,14.070436507936508,4,1,sales_representative,1,Single,4492.84,2363.83,1,desconocido,No,17,3.0,4,Part Time,0,1.0,3,3.0,1,0,0,1994,10910.0,1
1456,28.0,yes,travel_rarely,556.2566609977324,desconocido,13,2,Marketing,1457,4,male,69.53208262471655,3,2,sales_executive,3,desconocido,4492.84,11681.39,3,Y,Yes,11,3.0,4,Part Time,0,6.0,0,3.0,2,2,2,1995,53914.11,yes
1457,56.0,no,travel_rarely,556.2566609977324,desconocido,11,5,desconocido,1458,4,male,69.53208262471655,2,2,sales_executive,1,Married,4492.84,11681.39,4,desconocido,desconocido,16,3.0,3,Part Time,1,10.0,3,3.0,0,0,0,1967,53914.11,yes
1458,39.0,no,travel_rarely,531.452380952381,desconocido,9,2,desconocido,1459,1,female,66.43154761904762,3,2,manufacturing_director,1,Married,4492.84,11160.5,1,desconocido,No,25,4.0,4,Part Time,1,10.0,3,3.0,10,7,9,1984,51510.0,true
1459,58.0,no,desconocido,1582.7713464696226,desconocido,21,3,desconocido,1460,4,male,69.53208262471655,3,4,manager,4,desconocido,4492.84,33238.2,4,desconocido,Yes,13,3.0,3,Full Time,1,10.0,2,2.0,1,0,0,1965,153407.07,yes
1460,42.0,no,travel_rarely,556.2566609977324, Sales ,12,4,Marketing,1461,2,female,69.53208262471655,3,2,sales_executive,4,Divorced,4492.84,11681.39,3,desconocido,desconocido,12,3.0,3,Part Time,2,14.0,4,3.0,0,0,0,1981,53914.11,false
1461,27.0,yes,desconocido,295.3888888888889,desconocido,22,3,desconocido,1462,1,male,69.53208262471655,2,1,human_resources,2,Married,2385.83,6203.17,1,Y,No,12,3.0,1,Full Time,0,10.0,2,3.0,1,0,0,1996,28630.0,false
1462,38.0,no,travel_rarely,294.8730158730159,desconocido,1,3,desconocido,1463,1,female,69.53208262471655,2,1,sales_representative,1,Single,2381.67,6192.33,4,desconocido,desconocido,14,3.0,1,desconocido,0,20.0,3,2.0,1,0,0,1985,53914.11,1
1463,32.0,no,desconocido,556.2566609977324,desconocido,5,4,Life Sciences,1464,4,female,69.53208262471655,2,2,manufacturing_director,4,desconocido,4492.84,11681.39,8,desconocido,No,24,4.0,2,Part Time,0,10.0,1,3.0,1,0,0,1991,53914.11,true
1464,31.0,no,desconocido,116.484126984127,desconocido,2,1,Medical,1465,4,male,69.53208262471655,1,1,laboratory_technician,4,desconocido,94083.0,2446.17,1,Y,desconocido,11,3.0,3,Part Time,3,10.0,4,3.0,1,0,0,1992,11290.0,yes
1465,25.0,no,travel_rarely,290.03550973654063,desconocido,2,3,desconocido,1466,3,male,69.53208262471655,3,1,human_resources,2,desconocido,2342.59,6090.75,4,Y,No,14,3.0,3,Part Time,0,6.0,3,3.0,2,1,2,1998,28111.13,0
1466,40.0,no,desconocido,290.03550973654063, Research & Development ,44,4,desconocido,1467,1,female,36.25443871706758,3,1,laboratory_technician,4,Married,2342.59,6090.75,8,desconocido,No,19,3.0,3,Part Time,2,8.0,3,2.0,1,0,0,1983,28111.13,true
1467,39.0,no,non-travel,2004.7857142857144,desconocido,9,3,desconocido,1468,4,female,69.53208262471655,3,5,manager,4,desconocido,16192.5,42100.5,2,desconocido,desconocido,13,3.0,3,Full Time,0,10.0,3,2.0,6,1,3,1984,194310.0,false
1468,23.0,yes,desconocido,290.03550973654063,desconocido,9,3,desconocido,1469,4,female,69.53208262471655,3,1,sales_representative,1,Married,2342.59,6090.75,1,desconocido,No,19,3.0,1,desconocido,1,10.0,3,3.0,1,1,0,2000,53914.11,false
1469,35.0,no,travel_rarely,1032.4872861766066,desconocido,26,4,Life Sciences,1470,3,male,69.53208262471655,3,3,human_resources,4,Single,8339.32,21682.23,1,desconocido,Yes,16,3.0,3,Part Time,0,10.0,2,3.0,9,1,7,1988,100071.84,0
1470,34.0,no,travel_rarely,238.12698412698413,desconocido,7,2,Technical Degree,1471,2,female,69.53208262471655,3,1,sales_representative,3,desconocido,1923.33,5000.67,0,desconocido,Yes,25,4.0,2,desconocido,1,12.0,4,3.0,11,5,7,1989,23080.0,1
1471,28.0,no,non-travel,221.2063492063492,desconocido,16,3,Medical,1472,3,female,27.65079365079365,3,1,research_scientist,3,Single,4492.84,4645.33,1,desconocido,No,14,3.0,3,Part Time,0,5.0,3,2.0,5,1,4,1995,21440.0,false
1472,29.0,no,desconocido,554.3571428571429,desconocido,1,3,Life Sciences,1473,1,female,69.29464285714286,3,2,healthcare_representative,1,Married,4477.5,11641.5,0,Y,No,12,3.0,1,Part Time,1,6.0,5,2.0,5,0,2,1994,53730.0,0
1473,58.0,yes,travel_rarely,1032.4872861766066,desconocido,23,4,Medical,1474,4,male,129.06091077207583,3,3,healthcare_representative,4,Married,8339.32,21682.23,1,desconocido,desconocido,12,3.0,4,Part Time,1,40.0,3,2.0,40,15,6,1965,100071.84,1
1474,38.0,no,desconocido,1032.4872861766066,desconocido,3,3,Life Sciences,1475,1,female,129.06091077207583,3,3,sales_executive,3,Divorced,4492.84,21682.23,0,Y,desconocido,12,3.0,3,Part Time,2,10.0,6,2.0,16,5,13,1985,100071.84,yes
1475,29.0,no,travel_frequently,1032.4872861766066,desconocido,1,1,desconocido,1476,2,male,69.53208262471655,3,3,sales_executive,4,Married,4492.84,21682.23,1,Y,desconocido,14,3.0,4,Part Time,1,11.0,5,3.0,11,4,1,1994,100071.84,yes
1476,55.0,no,travel_rarely,1964.9603174603176,desconocido,1,3,Medical,1477,4,female,69.53208262471655,3,5,manager,1,Single,15870.83,41264.17,0,Y,desconocido,14,3.0,3,desconocido,0,37.0,2,3.0,36,4,13,1968,190450.0,yes
1477,41.0,no,desconocido,1652.34126984127,desconocido,2,4,desconocido,1478,4,female,69.53208262471655,3,4,manager,2,desconocido,4492.84,34699.17,1,desconocido,desconocido,19,3.0,2,Full Time,0,10.0,2,3.0,22,0,4,1982,160150.0,1
1478,39.0,no,travel_rarely,991.8174603174604, Research & Development ,1,3,desconocido,1479,3,female,69.53208262471655,4,3,healthcare_representative,4,desconocido,8010.83,20828.17,0,desconocido,No,17,3.0,1,desconocido,3,19.0,5,2.0,18,3,7,1984,53914.11,1
1479,38.0,no,desconocido,1187.5396825396826,desconocido,15,2,Life Sciences,1480,3,female,69.53208262471655,2,3,research_director,4,desconocido,4492.84,24938.33,0,desconocido,desconocido,14,3.0,2,Full Time,1,10.0,3,3.0,11,2,9,1985,115100.0,true
1480,43.0,no,desconocido,1582.7713464696226,desconocido,12,3,desconocido,1481,1,female,69.53208262471655,2,4,research_director,2,desconocido,12783.92,33238.2,1,desconocido,No,11,3.0,3,desconocido,1,10.0,3,3.0,25,3,9,1980,53914.11,1
1481,31.0,no,desconocido,444.26984126984127,desconocido,7,2,desconocido,1482,2,male,69.53208262471655,3,2,manufacturing_director,1,Married,3588.33,9329.67,1,desconocido,No,12,3.0,2,Part Time,1,13.0,5,1.0,13,3,12,1992,43060.0,yes
1482,50.0,no,travel_rarely,1758.7142857142858, Research & Development ,29,4,Life Sciences,1483,2,female,69.53208262471655,2,4,manager,3,Married,14205.0,36933.0,0,Y,No,15,3.0,2,Full Time,1,28.0,2,3.0,27,15,7,1973,170460.0,yes
1483,33.0,no,non-travel,290.03550973654063, Sales ,8,1,Life Sciences,1484,2,male,36.25443871706758,2,1,sales_representative,4,desconocido,2342.59,6090.75,0,Y,desconocido,19,3.0,4,Part Time,0,10.0,2,2.0,2,2,2,1990,28111.13,0
1484,26.0,yes,desconocido,210.6825396825397,desconocido,2,3,Life Sciences,1485,1,female,69.53208262471655,3,1,research_scientist,1,Married,1701.67,4424.33,6,Y,desconocido,14,3.0,2,desconocido,1,6.0,2,3.0,3,1,2,1997,53914.11,yes
1485,38.0,no,travel_frequently,291.05555555555554,desconocido,3,4,desconocido,1486,3,female,69.53208262471655,3,1,research_scientist,3,desconocido,2350.83,6112.17,3,Y,No,16,3.0,1,Full Time,1,8.0,2,3.0,2,2,2,1985,28210.0,false
1486,46.0,no,desconocido,1973.9841269841268,desconocido,1,4,Medical,1487,4,female,69.53208262471655,3,5,research_director,4,desconocido,15943.72,41453.67,9,desconocido,No,17,3.0,4,desconocido,2,23.0,0,3.0,2,2,2,1977,191324.62,1
1487,21.0,no,desconocido,213.57142857142856,desconocido,25,1,desconocido,1488,4,male,26.69642857142857,2,1,research_scientist,2,Single,4492.84,4485.0,1,Y,Yes,11,3.0,3,Part Time,0,2.0,6,4.0,2,2,2,2002,20700.0,1
1488,31.0,no,travel_frequently,287.96031746031747,desconocido,20,3,desconocido,1489,3,female,35.995039682539684,4,1,sales_representative,4,Married,4492.84,6047.17,0,desconocido,No,12,3.0,1,Part Time,1,3.0,4,3.0,2,2,2,1992,27910.0,false
1489,35.0,no,desconocido,556.2566609977324,desconocido,11,2,Marketing,1490,4,female,69.53208262471655,3,2,sales_executive,4,Divorced,4492.84,11681.39,1,desconocido,desconocido,11,3.0,4,Part Time,1,5.0,3,3.0,5,0,2,1988,53914.11,yes
1490,34.0,no,desconocido,556.2566609977324,desconocido,2,2,desconocido,1491,4,female,69.53208262471655,3,2,manufacturing_director,3,Single,4492.84,11681.39,2,desconocido,No,11,3.0,4,Part Time,0,10.0,3,3.0,3,0,2,1989,53914.11,1
1491,33.0,yes,desconocido,848.5079365079365,desconocido,9,4,desconocido,1492,1,male,69.53208262471655,3,2,sales_executive,1,Single,4492.84,17818.67,0,desconocido,desconocido,17,3.0,1,Full Time,0,6.0,3,3.0,5,0,3,1990,82240.0,yes
1492,31.0,yes,desconocido,269.2857142857143, Research & Development ,15,3,Medical,1493,3,female,69.53208262471655,3,1,laboratory_technician,3,desconocido,4492.84,5655.0,1,desconocido,No,12,3.0,3,Part Time,1,10.0,5,2.0,2,2,2,1992,26100.0,false
1493,37.0,no,travel_rarely,591.2936507936508,desconocido,25,2,desconocido,1494,3,male,69.53208262471655,2,2,healthcare_representative,4,desconocido,4492.84,12417.17,7,Y,No,13,3.0,3,Full Time,2,9.0,2,3.0,6,1,3,1986,57310.0,0
1494,27.0,no,travel_rarely,261.96031746031747,desconocido,6,3,desconocido,1495,4,female,69.53208262471655,2,1,research_scientist,3,Married,2115.83,5501.17,1,Y,No,13,3.0,3,desconocido,1,4.0,0,3.0,4,2,2,1996,53914.11,0
1495,35.0,no,travel_frequently,245.1428571428572,desconocido,4,4,Other,1496,4,female,69.53208262471655,2,1,laboratory_technician,4,Married,1980.0,5148.0,1,desconocido,desconocido,13,3.0,2,Part Time,1,2.0,2,4.0,2,2,2,1988,23760.0,true
1496,56.0,no,desconocido,1973.9841269841268,desconocido,4,4,desconocido,1497,4,male,246.74801587301585,3,5,manager,1,Divorced,15943.72,41453.67,4,Y,No,13,3.0,4,Full Time,1,28.0,2,3.0,5,4,2,1967,191324.62,false
1497,45.0,no,desconocido,290.03550973654063, Research & Development ,7,3,Medical,1498,1,male,69.53208262471655,3,1,research_scientist,3,desconocido,4492.84,6090.75,4,desconocido,Yes,19,3.0,3,Part Time,1,10.0,2,3.0,3,0,2,1978,28111.13,yes
1498,43.0,no,travel_rarely,365.1349206349206,desconocido,2,3,Life Sciences,1499,2,female,69.53208262471655,3,1,human_resources,4,desconocido,2949.17,7667.83,0,Y,No,13,3.0,2,Full Time,0,10.0,5,3.0,9,1,8,1980,35390.0,true
1499,31.0,no,travel_rarely,564.1587301587302,desconocido,29,4,Marketing,1500,1,male,69.53208262471655,2,2,sales_executive,4,desconocido,4492.84,11847.33,1,desconocido,desconocido,14,3.0,1,Full Time,2,10.0,3,3.0,12,5,7,1992,54680.0,1
1500,35.0,yes,desconocido,599.7539682539682,desconocido,27,3,desconocido,1501,3,female,74.96924603174602,3,2,sales_executive,4,desconocido,4844.17,12594.83,1,desconocido,desconocido,18,3.0,4,Full Time,0,10.0,2,3.0,10,7,7,1988,58130.0,1
1501,35.0,no,non-travel,556.2566609977324, Research & Development ,2,2,Medical,1502,2,female,69.53208262471655,3,2,manufacturing_director,4,Divorced,4492.84,11681.39,2,desconocido,No,14,3.0,3,Part Time,1,15.0,6,3.0,7,1,7,1988,53914.11,0
1502,30.0,no,desconocido,997.3888888888888,desconocido,47,3,Medical,1503,47,male,69.53208262471655,3,3,manufacturing_director,3,Single,8055.83,20945.17,9,Y,No,14,3.0,2,Part Time,0,9.0,3,3.0,7,0,2,1993,96670.0,false
1503,46.0,yes,travel_rarely,556.2566609977324,desconocido,21,2,Medical,1504,4,male,69.53208262471655,3,2,healthcare_representative,2,Married,4492.84,11681.39,4,desconocido,No,22,4.0,4,Part Time,1,13.0,2,4.0,9,3,7,1977,53914.11,0
1504,45.0,no,non-travel,531.7619047619048,desconocido,48,4,desconocido,1505,48,male,69.53208262471655,3,2,sales_executive,3,Marreid,4295.0,11167.0,4,Y,desconocido,22,4.0,2,desconocido,2,10.0,3,4.0,8,5,7,1978,53914.11,true
1505,43.0,no,travel_frequently,585.515873015873,desconocido,2,4,Life Sciences,1506,1,female,69.53208262471655,3,2,sales_executive,4,Married,4729.17,12295.83,1,desconocido,desconocido,20,4.0,3,desconocido,1,7.0,5,3.0,7,7,7,1980,53914.11,0
